Ensembl_ID	Phase	Gene_Name	Normalized_Values
ENSMUSG00000047617	21.7	BC029214	76,67,25,21,0,69,66,100
ENSMUSG00000028873	21.7	Cdca8	80,53,63,0,10,85,100,92
ENSMUSG00000030323	21.7	Ift122	100,37,8,14,0,13,83,80
ENSMUSG00000041782	21.7	Lad1	90,47,29,12,0,100,90,66
ENSMUSG00000038569	21.7	Rad9b	100,46,0,36,23,73,74,57
ENSMUSG00000080518	21.7	SNORD111	100,47,23,0,60,63,98,50
ENSMUSG00000046997	21.7	Spsb4	87,72,27,15,0,100,83,92
ENSMUSG00000029817	21.7	Tra2a	100,51,5,0,6,70,46,69
ENSMUSG00000021327	21.7	Zkscan3	100,26,26,10,0,37,66,76
ENSMUSG00000022805	21.9	4932425I24Rik	100,41,0,25,9,68,68,51
ENSMUSG00000026922	21.9	Agpat2	100,54,41,0,20,62,72,90
ENSMUSG00000082363	21.9	AL772344.5	54,47,0,6,4,0,100,51
ENSMUSG00000028838	21.9	Extl1	69,49,37,46,0,42,100,79
ENSMUSG00000060639	21.9	Hist1h4i	100,62,0,10,19,83,51,69
ENSMUSG00000035595	22.0	1600002K03Rik	74,77,21,0,30,50,67,100
ENSMUSG00000042564	22.0	4933432B09Rik	78,35,22,9,23,0,40,100
ENSMUSG00000049124	22.0	AC140047.2	100,41,0,7,0,45,14,81
ENSMUSG00000081086	22.0	AL611967.2	100,51,33,0,13,56,67,81
ENSMUSG00000024592	22.0	C330018D20Rik	100,92,0,18,26,44,88,97
ENSMUSG00000082425	22.0	CU041251.1	69,46,13,18,3,0,95,100
ENSMUSG00000032537	22.0	Ephb1	100,36,46,0,21,7,96,85
ENSMUSG00000039307	22.0	Hexdc	63,50,29,18,0,36,67,100
ENSMUSG00000040263	22.0	Klhdc4	52,68,22,0,12,55,54,100
ENSMUSG00000032271	22.0	Nnmt	100,94,15,0,27,73,66,100
ENSMUSG00000036083	22.0	Slc17a3	76,86,12,11,0,67,73,100
ENSMUSG00000029911	22.0	Ssbp1	100,36,0,4,0,16,38,35
ENSMUSG00000042363	22.2	1110067D22Rik	100,76,30,0,0,67,74,96
ENSMUSG00000002580	22.2	1810046J19Rik	100,63,48,25,0,77,54,92
ENSMUSG00000038152	22.2	5033430I15Rik	100,81,9,0,29,65,85,78
ENSMUSG00000053168	22.2	9030619P08Rik	93,84,0,24,15,36,100,70
ENSMUSG00000032724	22.2	Abtb2	75,77,38,0,0,49,85,100
ENSMUSG00000086468	22.2	AL627070.1	52,73,22,0,0,40,90,100
ENSMUSG00000080738	22.2	AL772357.1	56,52,42,0,2,13,83,100
ENSMUSG00000081389	22.2	AL844166.2	100,38,20,7,0,24,27,83
ENSMUSG00000079881	22.2	AL928638.1	97,60,0,1,15,38,6,100
ENSMUSG00000023067	22.2	Cdkn1a	88,43,5,9,0,11,19,100
ENSMUSG00000037784	22.2	Dzip1l	100,43,33,0,25,30,31,79
ENSMUSG00000028214	22.2	Gem	53,37,32,29,0,11,62,100
ENSMUSG00000055760	22.2	Gemin6	100,46,0,18,3,21,18,78
ENSMUSG00000023982	22.2	Guca1a	82,59,65,0,0,97,50,100
ENSMUSG00000042487	22.2	Leo1	88,64,36,16,0,72,66,100
ENSMUSG00000005667	22.2	Mthfd2	70,77,25,0,20,42,47,100
ENSMUSG00000073839	22.2	Mup12	100,55,5,18,0,2,99,80
ENSMUSG00000066153	22.2	Mup21	61,60,2,13,0,7,60,100
ENSMUSG00000078689	22.2	Mup6	90,83,0,2,2,3,76,100
ENSMUSG00000041119	22.2	Pde9a	100,61,42,27,0,77,54,83
ENSMUSG00000068877	22.2	Selenbp2	77,77,0,0,6,23,46,100
ENSMUSG00000064780	22.2	SNORD95	100,45,46,38,0,59,51,74
ENSMUSG00000042828	22.2	Trim72	91,42,7,44,0,14,24,100
ENSMUSG00000042408	22.2	Zmym6	54,59,35,16,0,59,49,100
ENSMUSG00000068876	22.4	Cgn	44,91,33,0,11,51,100,98
ENSMUSG00000027478	22.4	Dnmt3b	74,73,25,10,0,55,42,100
ENSMUSG00000073940	22.4	Hbb-b1	100,47,33,0,3,65,49,48
ENSMUSG00000037139	22.4	Myom3	89,66,4,1,0,36,100,48
ENSMUSG00000048142	22.4	Nat8l	84,58,68,0,21,38,81,100
ENSMUSG00000029188	22.4	Slc34a2	92,85,1,0,4,38,53,100
ENSMUSG00000046962	22.4	Zfp295	97,100,6,0,33,82,73,71
ENSMUSG00000046311	22.4	Zfp62	96,94,27,33,0,92,63,100
ENSMUSG00000025500	22.5	1600016N20Rik	58,40,47,0,22,19,32,100
ENSMUSG00000037455	22.5	AC153973.1	100,47,27,12,0,36,27,39
ENSMUSG00000086033	22.5	AC167122.2	100,71,37,0,16,63,36,83
ENSMUSG00000050541	22.5	Adra1b	57,41,31,9,0,33,26,100
ENSMUSG00000081413	22.5	AL845164.2	53,64,0,36,0,8,53,100
ENSMUSG00000063838	22.5	Cdc42ep5	79,63,4,23,0,17,18,100
ENSMUSG00000046179	22.5	E2f8	85,63,36,0,32,26,49,100
ENSMUSG00000030929	22.5	Eri2	100,52,0,1,18,4,0,52
ENSMUSG00000068428	22.5	Gm606	100,38,19,0,20,2,5,43
ENSMUSG00000027297	22.5	Ltk	100,60,33,0,31,40,21,69
ENSMUSG00000029009	22.5	Mthfr	100,66,19,5,0,25,44,73
ENSMUSG00000026179	22.5	Pnkd	89,67,32,25,0,50,47,100
ENSMUSG00000030257	22.5	Srgap3	100,33,16,7,9,0,36,61
ENSMUSG00000020059	22.5	Sycp3	73,71,0,1,0,1,55,100
ENSMUSG00000039485	22.5	Tspyl4	92,100,0,30,5,60,44,82
ENSMUSG00000081505	22.6	AL731811.5	100,76,0,3,14,24,93,44
ENSMUSG00000060373	22.6	Hnrnpc	87,100,13,0,34,35,87,78
ENSMUSG00000066513	22.6	Klk1b4	61,100,0,2,17,42,70,82
ENSMUSG00000041429	22.6	Nthl1	92,76,54,28,0,83,80,100
ENSMUSG00000078686	22.6	RP23-10A18.1	61,69,10,0,18,0,100,61
ENSMUSG00000026435	22.6	Slc45a3	75,87,23,0,5,46,87,100
ENSMUSG00000030471	22.6	Zdhhc13	100,79,46,0,49,78,90,60
ENSMUSG00000079013	22.7	AC117194.1	100,47,44,14,37,0,65,60
ENSMUSG00000075047	22.7	AC129601.1	100,43,23,35,18,0,25,77
ENSMUSG00000085692	22.7	AC131980.1	80,65,43,23,0,39,63,100
ENSMUSG00000037010	22.7	Apln	48,63,22,36,0,8,81,100
ENSMUSG00000041930	22.7	BC057022	80,76,34,13,0,56,60,100
ENSMUSG00000030493	22.7	C230052I12Rik	56,57,38,25,0,5,86,100
ENSMUSG00000020182	22.7	Ddc	80,68,29,5,0,26,54,100
ENSMUSG00000015944	22.7	Gatsl2	100,60,55,0,14,70,54,64
ENSMUSG00000056966	22.7	Gjc3	49,68,15,14,0,7,78,100
ENSMUSG00000059605	22.7	Gm5785	91,81,0,9,0,0,53,100
ENSMUSG00000031932	22.7	Gpr83	98,100,2,5,41,0,85,90
ENSMUSG00000021884	22.7	Hacl1	88,57,39,8,0,20,57,100
ENSMUSG00000056749	22.7	Nfil3	100,99,20,0,1,45,45,89
ENSMUSG00000040998	22.7	Npnt	75,42,69,13,0,36,100,81
ENSMUSG00000025257	22.7	Ribc1	100,34,25,0,0,14,2,90
ENSMUSG00000000567	22.7	Sox9	73,85,17,10,0,57,40,100
ENSMUSG00000042712	22.7	Wbp5	81,70,21,7,22,0,72,100
ENSMUSG00000055240	22.7	Zfp101	61,79,29,31,0,27,96,100
ENSMUSG00000085054	22.9	AC118698.2	89,100,21,29,0,40,89,77
ENSMUSG00000083780	22.9	AL627098.1	69,92,0,50,0,11,66,100
ENSMUSG00000027243	22.9	Harbi1	100,65,38,22,0,42,38,81
ENSMUSG00000030771	22.9	Micalcl	93,100,23,8,0,79,73,70
ENSMUSG00000058523	22.9	Mup5	90,73,18,10,5,0,65,100
ENSMUSG00000002250	22.9	Ppard	63,67,4,0,3,7,14,100
ENSMUSG00000025395	22.9	Prim1	78,62,23,52,0,28,37,100
ENSMUSG00000001095	22.9	Slc13a2	75,68,45,50,0,27,100,97
ENSMUSG00000035235	22.9	Trim13	77,82,37,34,0,52,100,77
ENSMUSG00000045752	22.9	Tssc4	100,97,51,0,0,93,73,92
ENSMUSG00000021127	22.9	Zfp36l1	100,93,10,9,0,63,47,49
ENSMUSG00000085990	23.0	AL683884.1	100,63,22,3,0,13,39,50
ENSMUSG00000073791	23.0	Efcab7	100,39,56,23,8,0,60,79
ENSMUSG00000051378	23.0	Kif18b	100,40,29,29,0,4,22,57
ENSMUSG00000073398	23.0	Olfr101	100,40,26,7,0,10,34,28
ENSMUSG00000054855	23.0	Rnd1	100,82,22,32,0,40,29,76
ENSMUSG00000075417	23.1	AC132380.1	80,57,49,29,0,34,100,65
ENSMUSG00000060317	23.1	Acnat2	91,100,18,7,0,34,89,54
ENSMUSG00000074768	23.1	Bhmt	58,85,35,21,0,26,78,100
ENSMUSG00000036957	23.1	Lrfn3	100,99,35,14,0,56,61,91
ENSMUSG00000002870	23.1	Mcm2	85,90,33,0,8,30,61,100
ENSMUSG00000058672	23.1	Tubb2a	100,96,25,5,0,26,79,82
ENSMUSG00000072593	23.2	AL645623.1	100,70,61,0,14,24,54,96
ENSMUSG00000038599	23.2	Capn8	78,98,9,0,4,0,56,100
ENSMUSG00000035498	23.2	Cdcp1	100,97,41,26,0,69,45,94
ENSMUSG00000029821	23.2	Dfna5	100,92,2,0,8,23,14,64
ENSMUSG00000013150	23.2	Gfod2	82,74,40,9,0,32,47,100
ENSMUSG00000019796	23.2	Lrp11	74,68,19,28,6,31,0,100
ENSMUSG00000040037	23.2	Negr1	100,87,0,7,6,7,12,57
ENSMUSG00000031478	23.2	Nek3	100,49,29,18,0,17,17,79
ENSMUSG00000001103	23.2	Sebox	100,92,4,0,4,16,29,43
ENSMUSG00000020485	23.2	Supt4h1	100,63,64,0,48,19,67,71
ENSMUSG00000065415	23.3	mmu-mir-217	53,85,31,3,0,32,100,59
ENSMUSG00000026614	23.3	Slc30a10	100,98,34,11,0,52,71,83
ENSMUSG00000034379	23.3	Wdr5b	75,100,41,4,0,72,65,69
ENSMUSG00000022548	23.4	Apod	100,57,45,35,19,0,57,74
ENSMUSG00000038754	23.4	Elovl3	100,73,27,8,2,0,26,69
ENSMUSG00000022034	23.4	Esco2	100,78,39,16,0,24,66,41
ENSMUSG00000038695	23.4	Josd2	52,85,20,12,0,30,42,100
ENSMUSG00000036216	23.4	Leap2	81,72,57,14,0,34,74,100
ENSMUSG00000041333	23.4	Mup4	83,77,41,35,17,0,91,100
ENSMUSG00000024589	23.4	Nedd4l	100,99,36,7,0,52,68,47
ENSMUSG00000021871	23.4	Pnp1	100,88,36,13,0,13,62,82
ENSMUSG00000040128	23.4	Pnrc1	88,92,33,25,0,21,56,100
ENSMUSG00000077429	23.4	SCARNA6	86,70,67,0,38,4,82,100
ENSMUSG00000039853	23.4	Trim14	100,95,38,21,0,43,68,59
ENSMUSG00000046379	23.5	AC116763.1	100,42,44,18,12,0,18,52
ENSMUSG00000013155	23.5	E130303B06Rik	100,68,28,0,0,23,14,38
ENSMUSG00000071661	23.5	Zbtb3	65,100,51,0,17,49,92,89
ENSMUSG00000055116	23.6	Arntl	85,100,24,0,0,21,55,89
ENSMUSG00000006356	23.6	Crip2	79,100,37,9,0,52,39,64
ENSMUSG00000024827	23.6	Gldc	100,95,60,22,0,43,72,91
ENSMUSG00000019761	23.6	Krt10	92,100,67,0,45,70,65,78
ENSMUSG00000038244	23.6	Mical2	100,96,57,14,0,67,78,63
ENSMUSG00000036120	23.6	Rfxank	100,95,49,6,0,67,38,67
ENSMUSG00000038068	23.6	Rnf144b	83,100,16,0,2,41,38,55
ENSMUSG00000042842	23.6	Serpinb6b	100,80,67,23,0,38,71,88
ENSMUSG00000022241	23.6	Tars	91,100,31,0,9,22,48,77
ENSMUSG00000037855	23.6	Zfp365	56,71,28,19,0,23,30,100
ENSMUSG00000069184	23.6	Zfp72	70,86,50,0,14,46,36,100
ENSMUSG00000065041	23.7	SNORA62	98,100,35,0,19,27,8,56
ENSMUSG00000069733	23.7	Ube2u	100,86,25,8,4,0,19,75
ENSMUSG00000061511	23.8	AC161166.3	100,93,32,33,0,12,80,53
ENSMUSG00000081436	23.8	AC163013.1	100,89,33,13,0,3,5,14
ENSMUSG00000038215	23.8	BC088983	42,59,34,27,20,0,63,100
ENSMUSG00000025262	23.8	Fam120c	74,100,32,56,0,36,67,94
ENSMUSG00000073842	23.8	Mup7	61,83,37,44,22,0,100,100
ENSMUSG00000064666	23.8	SNORA52	100,92,40,18,0,35,10,37
ENSMUSG00000024843	23.9	Chka	75,100,12,22,0,13,37,82
ENSMUSG00000035578	23.9	Iqcg	100,87,54,20,50,0,74,77
ENSMUSG00000040003	23.9	Magi2	94,73,42,56,10,0,69,100
ENSMUSG00000024274	23.9	Zfp397os	100,96,27,8,0,6,34,60
